姓名,選區,政黨,現任立委,曾任立委,生日,年齡,照片,wiki,FB 粉絲專頁,學歷,學歷連結,經歷,經歷連結,政見,政見連結
汪志冰,臺北市第一選舉區,中國國民黨,N,N,1957-04-20,63,https://scontent.ftpe4-2.fna.fbcdn.net/v/t1.0-9/46688952_2045530025485130_741779622688980992_o.jpg?_nc_cat=110&_nc_oc=AQnRNhEMlLQN5x6v3E5R6Vfw7wm9NQ7Da9qytoS3EbiVDq22-0A2mTdTeavIpN-iNjE&_nc_ht=scontent.ftpe4-2.fna&oh=44d0f6763920ae5584eb41aa398dcfd0&oe=5E479287,https://zh.wikipedia.org/wiki/汪志冰,https://www.facebook.com/tcc9105/,,,,,,
吳思瑤,臺北市第一選舉區,民主進步黨,Y,Y,1974-05-28,45,http://www.ly.gov.tw/Images/Legislators/90015.jpg,https://zh.wikipedia.org/wiki/吳思瑤,https://www.facebook.com/TaipeiNeedYou/,臺灣大學政治學研究所碩士;輔仁大學西語系、日語系文學雙學士;,立法院OpenData,"臺北市議員(第10、11、12屆);
臺北市議會民進黨團總召集人;
民進黨中常委、中執委、中評委;",立法院OpenData,,
蕭亞譚,臺北市第一選舉區,一邊一國行動黨,N,N,1971-04-11,49,https://scontent.ftpe4-1.fna.fbcdn.net/v/t1.0-9/48388234_1984975654929571_9095670418487902208_n.jpg?_nc_cat=103&_nc_oc=AQntuWYXcp06KbEAiXgN4h-trPXyRiMiF4fxvQxWFZ1Tznb76GwfNKxebsMW-PaRL2E&_nc_ht=scontent.ftpe4-1.fna&oh=c1e3dd1fac395a74a540f21ba1047d63&oe=5E58EE23,,https://www.facebook.com/YatanOffice/,"台大國發所博士 清大社會所碩士 台灣大學社會學系
",,"柯文哲競選辦公室主任;
天馬茶房執行長;
中研院社會所博士後研究員;
行政院國會組諮議;
高雄市市長機要秘書;
文建會主委機要秘書;
逢甲大學講師;
國立聯合大學講師\醒吾技術學院講師\育達商業技術學院講師;",,,
王郁揚,臺北市第一選舉區,無黨籍,N,N,1986-07-08,33,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/66628014_436460097199778_997545127029243904_o.jpg?_nc_cat=110&_nc_oc=AQnqi0rg3nOa17D22AQPewZRutx4ysR7HSw4YFk8En8qsavN8niDOLKLxpjPxZ_THAdynndk2cajvXWmPS-1qJCG&_nc_ht=scontent.ftpe7-1.fna&oh=bc84299b5af580df65b35509e7206c92&oe=5E882929,,https://www.facebook.com/PurePeople.WangYuYang/,"國立體育大學運動保健學系 理學士
北市陽明高中
石牌國中
明德國小
正大幼稚園",,"台灣菸草減害協會TTHRA 「發起人＆理事長」;
台灣威卜有限公司VAPE Taiwan Inc. 「負責人」;
CLUB MED TOMAMU 「SKI & SNOWBOARD PR」;
台灣電子煙產業發展協會TVA 「發起人＆秘書長」",,"參選政見(20191103)：
一、推動2040無煙臺灣(菸害防制政策，含電子煙＆加熱菸政策)。
二、建立長照財源穩定制度(爭議產業檯面化，增加國庫稅收)。
三、推動CBD食品化且THC含量上限由現行的10ppm調整為世界衛生組織(WHO)建議的0.2%。
四、推動醫療大麻制度。
五、推動中央大型重機北北基高速公路試辦計畫。
六、推動中央建立性交易示範專區。
七、推動中藥從業人員國家考試制度。
八、爭取運動傷害防護員(AT)弱勢權益，讓全國運動選手有良好運動傷害防護員制度。",https://www.facebook.com/pg/PurePeople.WangYuYang/about/?ref=page_internal
李婉鈺,臺北市第一選舉區,無黨籍,N,N,1972-03-27,48,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/75266110_2505984672788767_3122079046779797504_n.jpg?_nc_cat=107&_nc_oc=AQmwaYXDgJEftbik-YqKuTJ6MBMvNTTBEkvwTqcFtVZKiNuUWG1D-JDEg_8JBOAL29IiMMOeHB9ByCKsk8CG1k8z&_nc_ht=scontent.ftpe7-4.fna&oh=b5f08efefb6a27bb081195288eb92ae5&oe=5E8A4D73,https://zh.wikipedia.org/wiki/李婉鈺,https://www.facebook.com/wanyu.newtaipeicity/,文化大學建築都市設計博士 南加大土木工程系 四海工專土木工程系 板橋國中 板橋國小,,,,,
陳峻涵,臺北市第一選舉區,無黨籍,N,N,,,,,,,,,,,
孫大千,臺北市第二選舉區,中國國民黨,N,Y,1969-08-28,50,http://www.ly.gov.tw/Images/Legislators/80045.jpg,https://zh.wikipedia.org/wiki/孫大千,https://www.facebook.com/sun.ta.chienn/,美國俄亥俄州立大學工業材料科學與工程博士;美國俄亥俄州立大學國際關係碩士;國立臺灣大學化學工程學系學士;,立法院OpenData,"第5、6、7屆立法委員;
立法院外交及僑務委員會召集委員;
親民黨文宣部副主任兼發言人;
世新大學法律系兼任講師;
台北市政府中小企業輔導服務中心副執行長;
美國俄亥俄州立大學工業、焊接與系統工程系研究員及助教;",立法院OpenData,,
何志偉,臺北市第二選舉區,民主進步黨,Y,Y,1982-05-14,38,http://www.ly.gov.tw/Images/Legislators/90123.jpg,https://zh.wikipedia.org/wiki/何志偉,https://www.facebook.com/newdaytaipeiho/,美國南加州大學公共行政碩士;,立法院OpenData,"國立政治大學資訊管理博士生;
第十一、十二屆臺北市議員;
民進黨第十四、十五屆中常委;
民進黨第十六屆中評委;
臺北市中醫師公會顧問;
臺北市幼教協會顧問;
寶島新聲電台主持人;",立法院OpenData,,
張穆庭,臺北市第二選舉區,民生公益,N,N,1979-12-15,40,,https://zh.wikipedia.org/wiki/張穆庭,,中國文化大學新聞學系、臺灣大學音樂學研究所、臺灣藝術大學應用媒體藝術研究所,,曾任職相聲瓦舍音樂創意顧問、行政院新聞局、行政院文化建設委員會、臺北市政府觀光傳播局,,,
陳怡潔,臺北市第二選舉區,無黨籍,Y,Y,1979-09-09,40,http://www.ly.gov.tw/Images/Legislators/90061.jpg,https://zh.wikipedia.org/wiki/陳怡潔,https://www.facebook.com/507Chenyichieh/,銘傳大學管理學院研究所博士;,立法院OpenData,"第8屆親民黨全國不分區立法委員;
臺北市政府青年事務委員會副主任委員;
銘傳大學管理學院助理教授;
德明財經科技大學助理教授;
康寧護專企管科講師;
財團法人臺北市陳安文教基金會執行長;",立法院OpenData,,
蔣萬安,臺北市第三選舉區,中國國民黨,Y,Y,1978-12-26,41,http://www.ly.gov.tw/Images/Legislators/90094.jpg,https://zh.wikipedia.org/wiki/蔣萬安,https://www.facebook.com/chiangwanan/,美國賓夕法尼亞大學法學院法律博士;國立政治大學法律系、外交系雙學士;,立法院OpenData,"萬澤外國法事務律師事務所主持律師;
美國WSGR律師事務所執業律師;",立法院OpenData,,
吳怡農,臺北市第三選舉區,民主進步黨,N,N,1980-12-31,39,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/67651314_2429087084024440_7051931739882520576_o.jpg?_nc_cat=1&_nc_oc=AQmej6j-tEBq_aaDQ3rS6jZAn6s-I5awJTo_zEnj0RCZgOHEMjoprQovtcLYvr4mslu9zYz6H6TEbzSfepXUaLDA&_nc_ht=scontent.ftpe7-4.fna&oh=ff023367631e3a41d956ca0a1e36867b&oe=5E580E6B,https://zh.wikipedia.org/wiki/吳怡農,https://www.facebook.com/thrivetw,美國耶魯大學經濟學系畢業,,曾於高盛集團負責亞洲投資管理,,,
林明正,臺北市第三選舉區,新黨,N,N,1978-12-02,41,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/10356409_1011500648864552_3359335486949994247_n.jpg?_nc_cat=104&_nc_oc=AQnJudbfx1vEGpF2SrUkI0FTCqtK-Nya4zmkV23On1FV8E9dV0L2zKi10b2m8BEpKS7CWYsruNGNjD-YcZJm72Mx&_nc_ht=scontent.ftpe7-2.fna&oh=f99226b33c99bc901a711953216e2123&oe=5E52880E,https://zh.wikipedia.org/wiki/林明正_(新黨黨員),https://www.facebook.com/%E6%9E%97%E6%98%8E%E6%AD%A3-1001317079882909/,畢業於世新大學觀光事業學系、中國文化大學中國大陸研究所法學碩士，現就讀於中國文化大學史學系博士班,,"新黨青年委員會成員
新黨文宣委員會的副主任委員
",,,
何景榮,臺北市第三選舉區,台灣民眾黨,N,N,1977-12-24,42,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/69675623_108725857177017_3542654480765943808_o.jpg?_nc_cat=108&_nc_oc=AQkpQ_kbe5ORDJxvbuFGwRBWmKFGMXJe0eNVpkRkZvQt2zDj0UI_HN8pVroCI_3vLTkZeTVojZcsEJGZPcJer7vP&_nc_ht=scontent.ftpe7-3.fna&oh=559942a81e5f685165825f763b9ca640&oe=5E50D6A1,https://zh.wikipedia.org/wiki/何景榮,https://www.facebook.com/KYKChicken/,政治大學政治系碩士畢業，考取中華民國教育部留學獎學金和美國國務院傅爾布萊特獎學金，取得美國夏威夷大學的社會學系博士,,逢甲大學助理教授、天下雜誌子頻道換日線 Crossing 的專欄作家,,,
李彥秀,臺北市第四選舉區,中國國民黨,Y,Y,1971-12-18,48,http://www.ly.gov.tw/Images/Legislators/90022.jpg,https://zh.wikipedia.org/wiki/李彥秀,https://www.facebook.com/ashow.tpe/,美國加州爾灣大學經濟系畢業;,立法院OpenData,"臺北市議會第8、9、10、11、12屆市議員;
青溪婦聯會南港支分會主任委員;
南港區體育會理事長;
",立法院OpenData,,
高嘉瑜,臺北市第四選舉區,民主進步黨,N,N,1980-10-17,39,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/21686472_10155734741147720_3283301738563436461_n.jpg?_nc_cat=1&_nc_oc=AQlDCxGI3PzH5tLx7xhdB9GSOmuf-I4Bqv35N6OQiT6iQnvwWnwDop5vpeKqIyKtml44U6J3Ma9mooGHNOZJ82DP&_nc_ht=scontent.ftpe7-4.fna&oh=2a3e2a68a10fd7a4872cacfc3d47f187&oe=5E87CF8B,https://zh.wikipedia.org/wiki/高嘉瑜,https://www.facebook.com/ntufishfans/,北一女中、國立臺灣大學碩士畢業,,台北市議會第11-13屆市議員,,,
錢一凡,臺北市第四選舉區,安定力量,N,N,,,,,,,,"美商甲骨文
台灣希捷科技
台灣微軟",,,
林郁方,臺北市第五選舉區,中國國民黨,N,Y,1951-03-15,69,http://www.ly.gov.tw/Images/Legislators/80031.jpg,https://zh.wikipedia.org/wiki/林郁方,https://www.facebook.com/prof.yufang/,美國維吉尼亞大學國際政治學博士;淡江大學美國研究所碩士;淡江大學英文系學士;高雄中學;屏東美和中學;,立法院OpenData,"第3、5、6、7屆立法委員;
立法院外交及國防委員會召集委員;
新黨立院黨團召集人;
親民黨團幹事長;
行政院大陸委員會諮詢委員;
行政院國家建設班講座;
行政院大陸委員會諮詢委員;
淡江大學國際事務與戰略研究所所長;
淡江大學美國研究所任副教授;
三軍大學戰爭學院講座;
三軍大學戢爭學院戰略研究所榮譽講座;
公共電視籌備委員會委員;
美國傅爾布萊特學者;
中華民國第一、二本國防報告書撰寫人;
中華軍史學會理事;
陸委會諮詢委員;
中華總儲郵務工會會務顧問;
台北市醫師公會顧問;
中醫師公會全國聯合會顧問;
台北市警察之友會顧問;",立法院OpenData,,
王炳忠,臺北市第五選舉區,新黨,N,N,1987-09-01,32,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/52415951_2216545985235946_1860791643234369536_n.jpg?_nc_cat=110&_nc_oc=AQllSS2MkTHAkpGEaUUAFQ98iEg844-hJEh0B5h7Jv835uAlOGQZZZn1NhjNs0aF6Y51S6GNQoxg4h2oUDDnyzwu&_nc_ht=scontent.ftpe7-1.fna&oh=0bebb33dcae233e43015b39936eb6026&oe=5E3F6CDE,https://zh.wikipedia.org/wiki/王炳忠,https://www.facebook.com/bingzhong.wang/,國立臺灣大學外國語文學系;國立政治大學外交學系碩士班畢業,,新黨的新聞聯絡人兼青年委員會主席、全國委員會委員兼發言人,,,
蕭赫麟,臺北市第五選舉區,國會政黨聯盟,N,N,,,,,https://www.facebook.com/TCND.Party2015053088/,大學企管系,,"1.民間企業之專業經理人:上市公司董事長特助、總監、副總、營運長、總經理、製作人、顧問

2.陳情達人- 義務做民眾之陳情與申訴事務已長達10幾年",,,
徐立信,臺北市第五選舉區,台灣民眾黨,N,N,1975-04-03,45,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/73202873_2456909641260838_1226025077800173568_o.jpg?_nc_cat=108&_nc_oc=AQmK6gpgXd4B1j6e-TjLYHDDrxylZa8CsDUGNx1nRk3ft6SRNt4_DTk8np38arn2X-0YePC1LC0nl66FzndWDDrJ&_nc_ht=scontent.ftpe7-3.fna&oh=1bee99bdb89bb8a4ef189f7b7b3f1f32&oe=5E5984F7,https://zh.wikipedia.org/wiki/徐立信,https://www.facebook.com/s0921602186/,"國立中興大學法商學院今國立台北大學法律系
淡江大學資訊管理系
台灣大學法律學碩士",,"第13屆臺北市議員
法律扶助基金會扶助律師
立詳法律事務所律師
立詳翻譯社社長
立詳商務中心有限公司總經理 ",,,
林昶佐,臺北市第五選舉區,無黨籍,Y,Y,1976-02-01,44,http://www.ly.gov.tw/Images/Legislators/90030.jpg,https://zh.wikipedia.org/wiki/林昶佐,https://www.facebook.com/limfreddy/,國立台北大學企業管理學系學士;,立法院OpenData,"時代力量創黨工程隊總隊長;時代力量主席團成員;國際知名閃靈樂團主唱;國際特赦組織台灣分會理事長;行政院二二八基金會董事;獨立音樂協會理事長;曾獲金曲獎、總統文化獎;
  ;",立法院OpenData,,
林奕華,臺北市第六選舉區,中國國民黨,Y,Y,1968-10-21,51,http://www.ly.gov.tw/Images/Legislators/90119.jpg,https://zh.wikipedia.org/wiki/林奕華_,https://www.facebook.com/%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E6%9E%97%E5%A5%95%E8%8F%AF-209010448523/,美國賓州匹茲堡大學公共行政碩士;國立臺灣大學政治系法學士;師大附中;,立法院OpenData,"新北市政府教育局局長;新北市政府顧問;臺北市政府教育局局長;臺北市議會議員;行政院大陸委員會副研究員;
  ;",立法院OpenData,,
謝佩芬,臺北市第六選舉區,民主進步黨,N,N,1987-02-26,33,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/75610716_2357222271205856_5630410423762157568_n.jpg?_nc_cat=105&_nc_oc=AQmbOkYX-v9eODBuIaVtY7N35Hxxw-I_RkjOi51y39ZHfZgmPOG9azp4vj0velxGlpTBMh0FrEzEQsfL4RSf605N&_nc_ht=scontent.ftpe7-4.fna&oh=282e6643e0da3c348e92b1ba3d4bf00a&oe=5E592393,https://zh.wikipedia.org/wiki/謝佩芬,https://www.facebook.com/thepeifenhsieh/,畢業於哈佛大學法學院、甘迺迪政府學院、國立台灣大學法律系法學組、政治學系政治理論組,,曾任吐瓦魯常駐聯合國代表團二等秘書、國家安全會議政策研究人員、新境界智庫法政小組諮詢委員、台灣網路資訊中心國際事務委員會委員、《低能兒雪霸無知綠蛆女孩》（TechGirls）主持人、哈佛大學台灣同學會會長、新英格蘭地區台灣同學會聯合會副會長、紐約哲學星期五共同創辦人等職務,,,
蘇恆,臺北市第六選舉區,新黨,N,N,1985-10-02,34,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/50962635_2092691084126051_383281391141388288_n.jpg?_nc_cat=106&_nc_oc=AQnwiTb5_npCNjQuDwZ5IERh6S5gRmq52woXudwzZqSi2JmsdSYKQipAD9Ty16nXplX13EPDLWAWA11ksy8bC9bv&_nc_ht=scontent.ftpe7-1.fna&oh=2373cc26405fc0334e7521c8b818e8ed&oe=5E5CF0AA,https://zh.wikipedia.org/wiki/蘇恆,https://www.facebook.com/SuuHengg/,"國立臺北大學企管所碩士
私立中國文化大學政治系學士
私立崇光女中
永和國中
秀朗國小",,"2014楊世光競選總幹事
2016立委選舉不分區新黨提名參選人
新黨新媒體工作群召集人",,,
范雲,臺北市第六選舉區,社會民主黨,N,N,1968-07-09,51,http://commons.wikimedia.org/wiki/Special:FilePath/Yun%20Fan.JPG,https://zh.wikipedia.org/wiki/范雲_(臺灣),https://www.facebook.com/daan4fanyun/,,,,,,
張余健,臺北市第六選舉區,台灣維新,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/71172849_106213024109782_8871206945038532608_o.jpg?_nc_cat=109&_nc_oc=AQkTfSiHMdgAV1UPzFl8qThQ-56Ugp48fwPvaOrmETC5XVrQ5LZzR03_wXwXNQJb7o3hFoZZ03GWrxBx38KtzAMN&_nc_ht=scontent.ftpe7-2.fna&oh=7e12691569b725f6f005666d23e5fa67&oe=5E89B51E,,https://www.facebook.com/50%E8%90%AC%E9%81%B8%E7%AB%8B%E5%A7%94-%E5%BC%B5%E4%BD%99%E5%81%A5-%E5%A4%A7%E5%AE%89%E5%8D%80%E7%AB%8B%E5%A7%94%E5%80%99%E9%81%B8%E4%BA%BA%E6%9C%8D%E5%8B%99%E8%99%95-103252787739139/,,,,,,
沈宜璇,臺北市第六選舉區,台灣維新,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/74595037_109243623832932_6399646359330226176_n.jpg?_nc_cat=109&_nc_oc=AQlHUydt4NxPzKvQv2mYTmpa7rhI6ueR5QZ-ghDYj5X8lPlQbEpeR5dv6tZWFg-71fAN34AMP85x66aO7StxtJHu&_nc_ht=scontent.ftpe7-2.fna&oh=e754d2a507eb32f28d03f2f5979c8bd4&oe=5E4001E8,,https://www.facebook.com/evadancetw/,,,,,,
費鴻泰,臺北市第七選舉區,中國國民黨,Y,Y,1954-07-07,65,http://www.ly.gov.tw/Images/Legislators/90073.jpg,https://zh.wikipedia.org/wiki/費鴻泰,https://www.facebook.com/%E8%B2%BB%E9%B4%BB%E6%B3%B0%E9%98%BF%E5%8A%9B%E5%85%8B%E5%8F%B8-893657620668012/,美國肯塔基大學統計學博士;美國北伊利諾大學統計學碩士;國立中興大學統計學學士;成功高中;大安國中;三興國小;信義國小;,立法院OpenData,立法委員第6、7、8、9屆;國民黨中央常務委員;立法院國民黨團書記長;立法院財政委員會召集委員;立法院程序委員會召集委員;立法院經費稽核委員會委員;臺北市議會副議長（87-91年）;臺北市議會議員（83-93年）;經濟發展諮詢委員會委員;臺北大學統計學系副教授;連宋台北市競選總部執行總幹事;經濟發展諮詢委員會委員;中興大學統計學系副教授;銘傳大學企業管理學系副教授;山東同鄉會理事;日照同鄉會理事;,立法院OpenData,,
許淑華,臺北市第七選舉區,民主進步黨,N,N,1973-05-22,46,http://www.ly.gov.tw/Images/Legislators/90056.jpg,https://zh.wikipedia.org/wiki/許淑華_,https://www.facebook.com/shua0522/,,,,,,
洪正一,臺北市第七選舉區,安定力量,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/71186895_118941469507747_6738218665633644544_n.jpg?_nc_cat=104&_nc_oc=AQkTg9m8KhGfviNZkwoctM_x1mHUuQXcoYM2EUEqNuWcDGc6FVQboN_3TZSkJfY1VuqqxDTr7TsadE5UBvdxnJtZ&_nc_ht=scontent.ftpe7-2.fna&oh=322badfdc4d80b8d2ce0270d9e1ede9b&oe=5E4805FA,,https://www.facebook.com/5PlusOne2020/,,,,,,
蔡宜芳,臺北市第七選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/72297779_470787176849842_2007273134952022016_n.jpg?_nc_cat=101&_nc_oc=AQmbUP8ShouXC2uy7prmjtnA7GzSxFMqcaRHhba74eCdwkg4ZEhPfNHXsauj0aEi4YUx1r-cMsDJNnvhT5QQhJSq&_nc_ht=scontent.ftpe7-4.fna&oh=6265e2e9cc2ec4f7dc2b9d8cfc287ac7&oe=5E42E1F0,,https://www.facebook.com/Tsai.Yi.Fang.Amy/,,,,,,
池國樑,臺北市第七選舉區,無黨籍,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/64661471_844212012618135_3762924790529130496_n.jpg?_nc_cat=106&_nc_oc=AQn-DT1ONCSIYS3JB4MMQVifgaXQS-UmZ5N2Aezz-tbOS6JrB-lqsmZFlVNyg5M2Zq-NNQMHhBmbJR3A9U67vURN&_nc_ht=scontent.ftpe7-1.fna&oh=012577c0f0d0f7396031d335d9d8cee4&oe=5E5BE9A1,,https://www.facebook.com/2020-%E6%B1%A0-%E5%9C%8B%E6%A8%91-%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1-%E5%80%99%E9%81%B8%E4%BA%BA-792063027833034/,,,,,,
賴士葆,臺北市第八選舉區,中國國民黨,Y,Y,1951-06-20,68,http://www.ly.gov.tw/Images/Legislators/90101.jpg,https://zh.wikipedia.org/wiki/賴士葆,https://www.facebook.com/%E8%B3%B4%E5%A3%AB%E8%91%86-1573873889493647/,美國南加州大學工業與系統工程碩士、博士;國立政治大學企管所碩士;國立成功大學機械系學士;國立台中一中;,立法院OpenData,第3屆國民大會代表;第4、6、7、8、9屆立法委員;臺北市政府市政顧問團總召集人;臺北市政府經濟發展委員會副總召集人、首席顧問;臺北市政府花博顧問;考試院典試委員;國立政治大學企研所所長、教授;2000年福音總動員佈道講員;,立法院OpenData,,
阮昭雄,臺北市第八選舉區,民主進步黨,N,N,1970-09-29,49,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%98%AE%E6%98%AD%E9%9B%843.JPG,https://zh.wikipedia.org/wiki/阮昭雄,https://www.facebook.com/%E9%98%AE%E6%98%AD%E9%9B%84-228234588681/,,,,,,
顏銘緯,臺北市第八選舉區,台灣基進,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/70937440_113468923383010_6566728399690137600_o.jpg?_nc_cat=100&_nc_oc=AQnj0GOHeFKSTEbEFmTIGC7h_dkmMoqvZx8jCkCWhLit9bLEn65NWdvVAdlHom6fjjczSPgTpOjBszk40zo1-SSg&_nc_ht=scontent.ftpe7-1.fna&oh=ce6d9402b0be42eca52a784457c664ab&oe=5E41BBBA,,https://www.facebook.com/weifortw/,,,,,,
張幸松,臺北市第八選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/72686372_138782767513703_3662571041412087808_n.jpg?_nc_cat=102&_nc_oc=AQngO6uDmUG2yfZmE0V--18GVGzbqnrHQEPtIBlWSrcf_I338o75AKGGP9zeSlOTuni_129w50shSe7Z4PcFa3K3&_nc_ht=scontent.ftpe7-3.fna&oh=e0b3e57c7312ac2914b8ca7035418b5e&oe=5E4DDE53,,https://www.facebook.com/shingsong1106/,,,,,,
洪孟楷,新北市第一選舉區,中國國民黨,N,N,1983-01-01,37,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B4%AA%E5%AD%9F%E6%A5%B7.jpg,https://zh.wikipedia.org/wiki/洪孟楷,https://www.facebook.com/MongKaiHUNG/?ref=br_rs,,,,,,
呂孫綾,新北市第一選舉區,民主進步黨,Y,Y,1988-03-12,32,http://www.ly.gov.tw/Images/Legislators/90019.jpg,https://zh.wikipedia.org/wiki/呂孫綾,https://www.facebook.com/shirleylu312/,淡水國小;聖心女中;文化大學政治學系;文化大學政治研究所碩士;,立法院OpenData,"文化大學政治研究所博士生;民進黨第14、 15、16屆中央執行委員;淡信慈善基金會執行長;淡水民主協會常務理事;新北市教育發展協會副總幹事;
  ;",立法院OpenData,,
郭大衛,新北市第一選舉區,安定力量,N,N,,,,,,,,,,,
張衞航,新北市第一選舉區,時代力量,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/67262044_487467692010440_458150230253109248_n.jpg?_nc_cat=108&_nc_oc=AQlhjCo3PfJi3wHz99Pfyq44aJBAyLfftW8kqQphyv2L9FZkdDTzRWlRcdhOt-T3ypNCJEmPm7A-yqjADE0-PGR6&_nc_ht=scontent.ftpe7-3.fna&oh=fcb7c5b733fd1288daa9377eb71b8985&oe=5E435019,,https://www.facebook.com/%E5%BC%B5%E8%A1%9E%E8%88%AA%E5%BE%8B%E5%B8%AB-470500560373820/,,,,,,
陳昭宏,新北市第一選舉區,無黨籍,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/62390281_335937997072274_6691544311135207424_o.jpg?_nc_cat=109&_nc_oc=AQkhwM3oION1A1e1ZoJRR1kUk30Igy0G06xRBB9dLLpNgZXLZd59oegCMTomMGzBcUCJeZAP-AqYPjH12Ed5JsUI&_nc_ht=scontent.ftpe7-2.fna&oh=5f665f956635df6bc825cbba86dd590e&oe=5E84F11F,https://zh.wikipedia.org/wiki/歐崇敬,https://www.facebook.com/%E7%AC%AC10%E5%B1%86%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E9%81%B8%E8%88%89%E6%96%B0%E5%8C%97%E5%B8%82%E7%AC%AC1%E9%81%B8%E5%8D%80%E6%93%AC%E5%8F%83%E9%81%B8%E4%BA%BA-%E9%99%B3%E6%98%AD%E5%AE%8F-335926227073451/,,,,,,
歐崇敬,新北市第一選舉區,無黨籍,N,N,1967-03-07,53,,,,,,,,,
黃桂蘭,新北市第二選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/37232369_630466857331353_1708233683325943808_o.jpg?_nc_cat=110&_nc_oc=AQkRDMocQbGLt3AJLpmhd6KYiAgce0GbWkPL8FGGLMl_Ua47QY_OFnFacBdemWfVxoHdUtuFVAC-_XWx9Jdm_Y4X&_nc_ht=scontent.ftpe7-1.fna&oh=b9c454dd2761d7ac7875f433b0e82edc&oe=5E51A7B6,,https://www.facebook.com/newtaipeifirefly/,,,,,,
林淑芬,新北市第二選舉區,民主進步黨,Y,Y,1973-01-17,47,http://www.ly.gov.tw/Images/Legislators/90032.jpg,https://zh.wikipedia.org/wiki/林淑芬,https://www.facebook.com/linshufen.fans/,中興大學社會系;世新大學社會發展研究所;,立法院OpenData,18歲，彰化北上念大學，參加學生運動;25歲當選台北縣第14屆縣議員;29歲全國第一高票當選台北縣第15屆縣議員;32歲當選立法委員;35歲連任單一選區選制下的立法委員;長期在教育文化委員會為下一代打拚;第6、7、8、9屆立法委員;,立法院OpenData,,
羅和讚,新北市第二選舉區,無黨籍,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/75604007_144871256913869_2731526426330136576_o.jpg?_nc_cat=103&_nc_oc=AQmEg33O7I9QMt2ZDcmzwDoVXvFAe9TWF4yYVlgZ_q4IEdPyRjWiiVQQcXZfYCjYP_YECM25td3vViCWJTRpS44W&_nc_ht=scontent.ftpe7-3.fna&oh=1ac22a06cf75076897f20771cc1f4887&oe=5E4856BA,,https://www.facebook.com/%E7%BE%85%E5%92%8C%E8%AE%9A-%E4%B8%89%E9%87%8D%E5%8D%80%E7%AB%8B%E6%B3%95%E5%A7%94%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA-126304108770584/,,,,,,
余天,新北市第三選舉區,民主進步黨,Y,Y,1948-03-01,72,http://www.ly.gov.tw/Images/Legislators/90124.jpg,https://zh.wikipedia.org/wiki/余天,https://www.facebook.com/yutian.fans/,新竹縣立第一高級中學;,立法院OpenData,"民進黨新北市黨部主委;第七屆立法委員;全國藝能總工會理事長;台灣媳婦關懷促進協會理事長;陳水扁總統大選演藝人員後援會會長;中華民國關懷藝人基金會董事;「反飛彈、民主和平護台灣」大遊行第四縱隊總召集人;「牽手護台灣、加入聯合國」大遊行藝能界召集人;
  ;",立法院OpenData,,
林泰龍,新北市第三選舉區,台灣維新,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/75521584_125864595506740_2823516783200174080_o.jpg?_nc_cat=101&_nc_oc=AQms7liErCtbxJHwia7kq3Vo9jtJI7dbezEeH9_JXH1kdAw2JIjwiM1QE1lJ9OzprMnpDe26RczHA6x7GVBO2LDY&_nc_ht=scontent.ftpe7-4.fna&oh=a40e8826a8f206de3475cdd0f0e6c2f4&oe=5E85900C,,https://www.facebook.com/GoodTimeLong/,,,,,,
