term,sessionPeriod,sessionTimes,name,clicks
"09","06","07",道路交通管理處罰條例增訂第七十二條之一條文草案,117
"09","06","11",保險法第十六條條文修正草案,117
"09","06","14",中華民國刑法第七十七條條文修正草案,117
"09","07","01",國家人權委員會職權行使法草案,117
"09","07","03",新經濟移民法草案,117
"09","07","10",核子事故緊急應變法增訂第三十一條之一條文草案,117
"09","08","07",消防法第二十六條及第二十七條條文修正草案,117
"09","06","11",病人自主權利法第十五條及第十九條條文修正草案,116
"09","08","07",新式戰機採購特別條例草案,116
"09","06","10",財政紀律法草案,115
"09","06","10",專科以上學校校外實習教育法草案,115
"09","06","13",財政紀律法草案,115
"09","06","02",證券交易法第十四條條文修正草案,114
"09","06","09",食品安全衛生管理法部分條文修正草案,114
"09","07","03",家庭教育法第六條及第十五條之一條文修正草案,114
"09","07","14",貨物稅條例第十二條條文修正草案,114
"09","06","09",總統副總統選舉罷免法第十一條及第十四條條文修正草案,113
"09","07","07",消防設備人員法草案,113
"09","06","04",法官法第三十六條條文修正草案,112
"09","06","09",人口販運防制法修正草案,112
"09","07","14",自殺防治法草案,112
"09","06","04",醫療器材管理法草案,111
"09","07","14",災害防救法第二十三條條文修正草案,111
"09","06","11",消防法部分條文修正草案,110
"09","06","04",中華民國刑法第一百八十五條之三條文修正草案,109
"09","07","02",祭祀公業條例部分條文修正草案,109
"09","07","03",兒童及少年福利與權益保障法第九十七條條文修正草案,109
"09","07","03",災害防救法第四十一條條文修正草案,108
"09","07","08",強制執行法第一百十五條之一條文修正草案,108
"09","06","04",外役監條例第四條條文修正草案,107
"09","07","01",公務人員退休撫卹基金管理委員會組織條例修正草案,107
"09","07","03",再生醫療製品管理條例草案,107
"09","07","07",國防產業發展條例草案,107
"09","06","13",臺灣地區與大陸地區人民關係條例增訂第二十六條之二條文草案,106
"09","07","07",立法院職權行使法第十六條條文修正草案,106
"09","06","09",公職人員選舉罷免法第六十一條條文修正草案,105
"09","06","13",中華民國刑法第二百七十六條條文修正草案,105
"09","06","02",財團法人客家公共傳播基金會設置條例草案,104
"09","06","05",災害防救法第三條條文修正草案,104
"09","06","09",國家運輸安全調查委員會組織法草案,104
"09","07","10",中醫醫事輔助人員法草案,104
"09","07","02",中華民國刑法第一百八十五條之三條文修正草案,102
"09","07","14",中華民國刑法第一百四十九條及第一百五十條條文修正草案,102
"09","04","13",國軍生產及服務作業基金－副供事業－旅運費,101
"09","06","07",勞動基準法第五十四條、第五十五條及第五十九條條文修正草案,101
"09","08","04",信託法部分條文修正草案,101
"09","08","03",刑事訴訟法部分條文修正草案,100
"09","07","10",原住民族基本法增訂第二條之二條文草案,99
"09","08","03",監察院各委員會組織法部分條文修正草案,99
"09","05","06",政治獻金法第十五條及第三十條條文修正草案,98
"09","06","11",消費者債務清理條例第七十五條條文修正草案,98
"09","05","04",勞動基準法第三十四條第二項但書適用範圍,97
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,97
"09","04","13",科學研究,96
"09","06","05",食品安全衛生管理法第四十四條及第四十九條條文修正草案,96
"09","06","07",就業服務法第五十四條條文修正草案,96
"09","06","11",老人福利法部分條文修正草案,96
"09","07","02",兒童及少年福利與權益保障法部分條文修正草案,96
"09","08","04",大學法第十五條條文修正草案,96
"09","04","13",兒童及少年性剝削防制條例第七條條文修正草案,95
"09","06","05",中華民國刑法增訂第一百六十三條之一條文草案,95
"09","06","13",國家運輸安全調查委員會組織法草案,95
"09","05","04",電力排碳係數管理辦法,94
"09","04","13",組織犯罪防制條例第二條、第三條及第十二條條文修正草案,92
"09","06","05",山坡地保育利用條例第三十七條條文修正草案,92
"09","07","02",中華民國刑法第一百八十五條之三條文修正草案,92
"09","05","04",軍人保險條例施行細則,91
"09","06","05",就業服務法施行細則,91
"09","06","11",公民投票法第二十三條條文修正草案,91
"09","07","08",家事事件法第三十二條條文修正草案,90
"09","05","04",電力調度原則綱要,89
"09","06","07",兒童及少年福利與權益保障法第二十六條之一、第二十六條之二及第八十一條條文修正草案,89
"09","08","02",房屋稅條例第五條、第五條之一及第六條條文修正草案,89
"09","06","07",海關進口稅則部分稅則修正草案,87
"09","08","02",提高薪資執行特別條例草案,85
"09","06","13",監獄行刑法第六十六條、第六十七條及第六十八條條文修正草案,84
"09","06","13",動物傳染病防治條例第三十四條條文修正草案,83
"09","06","02",票券金融管理法部分條文修正草案,82
"09","06","02",財團法人原住民族語言研究發展基金會設置條例草案,81
"09","08","05",消防法第十三條條文修正草案,78
"09","05","06",證券交易法第十四條之二及第一百七十八條條文修正草案,77
"09","08","04",師資培育法第八條之一及第十四條條文修正草案,77
"09","08","02",109年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）,76
"09","08","03",陸海空軍軍官士官任職條例第九條之一、第十二條及第十七條條文修正草案,74
"09","06","02",住宅法第五條條文修正草案,73
"09","08","03",中高齡者及高齡者就業促進法草案,73
"09","08","03",農產品生產及驗證管理法修正草案,73
"09","08","07",消防法第二十一條之一、第二十七條及第四十三條之一條文修正草案,71
"09","08","07",財團法人軌道技術研究及驗證中心設置條例草案,71
"09","08","03",臺灣地區與大陸地區人民關係條例部分條文修正草案,69
"09","05","06",陸海空軍勳賞條例第二十條條文修正草案,68
"09","05","06",保險法增訂第十六條之一條文草案,67
"09","08","06",臺灣地區與大陸地區人民關係條例部分條文修正草案,67
"09","08","06",都市危險及老舊建築物加速重建條例第六條條文修正草案,66
"09","08","07",不動產經紀業管理條例第二十四條之一及第二十九條條文修正草案,65
"09","06","13",老人福利法第四十一條條文修正草案,63
"09","08","03",刑事訴訟法施行法增訂第七條之十二條文草案,62
"09","08","03",農產品生產及驗證管理法部分條文修正草案,61
"09","06","13",公民投票法部分條文修正草案,60
"09","08","07",消防法增訂第二十二條之一及第四十三條之一條文草案,59
"09","08","07",臺灣地區與大陸地區人民關係條例部分條文修正草案,58
"09","08","05",槍砲彈藥刀械管制條例部分條文修正草案,57
"09","08","05",臺灣地區與大陸地區人民關係條例部分條文修正草案,55
"09","08","08",會計法第九十五條條文修正草案,54
"09","08","08",陸海空軍刑法第七十二條條文修正草案,53
"09","08","05",遊說法第八條及第二十一條條文修正草案,52
"09","04","13",人工生殖法第三條條文修正草案,51
"09","08","04",中華民國刑法部分條文修正草案,49
"09","08","06",中華民國刑法第二百五十一條及第三百十三條條文修正草案,49
"09","08","09",中華民國108年度中央政府總預算案附屬單位預算營業及非營業部分審查總報告,49
"09","08","08",行政院功能業務與組織調整暫行條例第二十一條條文修正草案,47
"09","08","01",立法院第9屆第8會期各委員會召集委員選舉時間、地點表,46
"09","08","04",香港澳門關係條例第十八條條文修正草案,44
"09","08","07",尊嚴善終法草案,44
"09","08","08",國家賠償法部分條文修正草案,42
"09","05","09",證券交易稅條例第二條之二條文修正草案,41
"09","08","01",農田水利法草案,41
"09","08","04",中華民國刑法第一百八十五條之三條文修正草案,41
"09","08","05",香港澳門關係條例第一條及第四十五條條文修正草案,41
"09","08","09",中華民國108年度中央政府總預算案附屬單位預算營業及非營業部分審查總報告,36
"09","08","04",兒童及少年福利與權益保障法部分條文修正草案,35
"09","08","05",就業服務法第五十二條條文修正草案,35
"09","08","08",動物傳染病防治條例增訂第十條之二及第三十八條之二條文草案,35
"09","05","09",人類免疫缺乏病毒傳染防治及感染者權益保障條例第十二條及第二十三條條文修正草案,33
"09","08","05",槍砲彈藥刀械管制條例第二十條之一條文修正草案,33
"09","08","06",公職人員選舉罷免法第二十七條之一及第四十三條條文修正草案,33
"09","08","04",行政罰法第十八條條文修正草案,32
"09","08","05",原住民族基本法部分條文修正草案,32
"09","08","08",民法第十二條條文修正草案,32
"09","08","06",總統副總統選舉罷免法第二十七條之一及第四十一條條文修正草案,30
"09","08","06",中高齡者及高齡者就業促進法草案,30
"09","08","04",服務業轉型飛躍執行條例草案,29
"09","08","06",大學法部分條文修正草案,29
"09","08","07",民用航空法第九十一條條文修正草案,29
"09","08","06",性別工作平等法第二十條條文修正草案,28
"09","08","06",性別工作平等法第十五條條文修正草案,28
"09","08","08",特種勤務條例第七條條文修正草案,27
"09","08","06",內政部組織法第八條之一及第十三條條文修正草案,26
"09","05","09",傳染病防治法第二十八條、第三十條及第三十九條條文修正草案,25
"09","08","08",國軍退除役官兵輔導條例第二條條文修正草案,24
"09","08","09",中華民國108年度中央政府總預算案附屬單位預算營業及非營業部分審查總報告,24
"09","08","08",民法第九百七十三條及第九百八十條條文修正草案,22
"09","08","09",土地稅法第三十九條條文修正草案,10
"09","08","09",中央政府新式戰機採購特別預算案（109年度至115年度）,6
"09","08","09",教育部組織法第七條條文修正草案,5
"09","08","09",校園霸凌防治法草案,5
"09","08","09",地方制度法第六十一條條文修正草案,4
"09","08","09",公職人員選舉罷免法第四十三條條文修正草案,4
